peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
92.95,1.74,V,19,0,0,8,2,5,0,N,1,3,3
82.1,1.63,M,40,0,15,0,11,9,7,N,2,3,4
77.42,1.62,M,22,0,13,0,0,4,0,N,1,0,0
50.8,1.68,M,29,60,0,4,1,3,0,N,1,2,0
50.2,1.67,M,27,90,0,1,10,6,0,N,1,2,1
85.8,1.76,V,38,0,7,0,19,16,0,N,2,4,4
52.63,1.71,V,48,0,0,0,0,9,0,N,2,3,4
62.21,1.8,V,59,20,0,3,0,0,0,N,0,0,0
103.46,1.76,V,76,0,13,0,14,12,0,N,2,2,0
110.22,1.66,M,31,0,24,4,0,0,3,N,3,4,4
114.24,1.69,V,52,0,0,0,31,8,8,N,1,1,1
55.54,1.65,V,30,0,0,1,0,3,0,N,2,3,3
89.73,1.75,V,49,0,1,0,9,0,0,N,1,2,3
47.24,1.62,M,36,70,0,1,14,12,0,N,2,4,4
54.5,1.74,V,27,150,9,5,28,13,0,N,0,0,0
87.43,1.71,V,34,0,8,0,12,6,0,N,0,1,2
89.17,1.61,M,36,0,8,5,0,1,0,N,0,1,2
52.63,1.71,V,39,70,0,1,0,3,0,N,1,1,0
70.31,1.8,V,33,0,0,1,0,1,0,S,0,2,4
56.46,1.56,M,18,0,2,2,8,10,0,N,2,2,4
72.66,1.74,V,64,0,0,0,13,14,0,N,0,2,1
90.36,1.79,V,58,0,0,2,5,0,1,N,3,4,3
83.26,1.74,V,65,0,0,1,14,10,0,N,1,1,2
72.96,1.62,M,18,0,0,0,14,9,0,N,1,1,1
53.87,1.73,V,27,30,0,1,11,11,0,N,1,3,4
93.76,1.86,V,48,0,0,1,11,6,0,N,3,3,3
102.29,1.75,V,76,0,3,0,8,0,0,N,0,1,1
81.65,1.61,M,26,0,0,3,0,0,0,N,1,1,0
52.63,1.71,M,52,80,9,4,14,14,0,N,2,2,3
80.32,1.67,M,40,0,0,4,0,2,0,N,1,1,1
76.02,1.73,V,81,0,4,1,0,1,0,N,2,3,3
93.7,1.6,M,18,0,6,0,15,4,0,N,3,3,1
113.31,1.72,M,25,0,1,7,18,12,0,N,0,2,2
72.78,1.72,V,48,0,0,5,0,6,5,N,1,4,4
63.23,1.6,M,18,0,0,1,0,0,0,N,2,2,2
56.75,1.64,M,21,0,8,0,0,9,0,N,3,4,2
49.6,1.66,M,32,40,0,4,0,2,0,N,0,1,1
58.26,1.62,M,44,20,0,5,3,1,0,N,2,4,3
103.07,1.77,V,58,10,5,0,17,3,0,N,0,0,0
109.34,1.77,V,50,0,11,0,12,0,0,N,0,2,3
87.99,1.73,V,46,0,10,0,0,0,0,N,0,0,2
57.03,1.78,V,18,0,0,2,0,10,0,N,3,4,4
73.96,1.64,M,54,0,0,0,9,2,0,N,2,2,2
96.28,1.74,V,32,0,0,3,8,0,0,N,2,4,4
44.94,1.58,M,43,20,0,1,0,0,0,N,1,1,1
85.08,1.74,V,59,0,8,0,0,0,0,N,1,4,3
59.62,1.82,V,43,110,1,2,0,9,0,N,1,3,3
57.73,1.67,M,39,0,0,0,0,6,0,N,1,2,1
72.32,1.61,V,73,0,6,0,0,2,0,N,1,0,0
106.27,1.74,V,30,0,0,8,0,0,0,N,3,4,3
67.82,1.74,V,66,0,0,2,0,4,0,N,2,4,4
53.25,1.72,V,30,20,3,0,5,0,0,N,2,4,4
49.6,1.66,M,60,170,0,2,11,5,0,N,3,4,4
63.09,1.75,V,42,0,0,0,0,0,1,N,3,4,4
69.45,1.81,V,29,10,12,2,0,11,0,N,0,2,1
58.81,1.65,M,56,40,12,5,24,15,0,N,2,3,4
80.81,1.73,V,42,0,0,0,11,3,0,N,2,4,4
54.87,1.64,M,41,20,11,2,0,0,0,N,4,4,4
47.82,1.63,M,65,50,7,1,0,0,0,N,2,2,1
94.87,1.73,V,57,0,4,2,24,20,0,N,4,3,2
47.24,1.62,M,18,120,0,1,1,11,4,N,1,3,2
79.1,1.6,M,29,0,0,0,9,0,0,N,2,3,1
68.99,1.83,V,31,0,1,1,5,7,0,N,3,4,4
49.6,1.66,M,40,0,0,0,0,7,0,N,2,2,3
54.5,1.74,V,40,60,0,2,6,0,0,N,1,2,2
101.29,1.76,V,64,0,14,0,16,11,0,N,1,3,3
71.92,1.66,M,56,0,0,3,10,12,0,N,1,2,2
96.69,1.61,M,32,0,0,2,14,0,0,N,2,2,2
83.95,1.67,M,27,0,0,3,0,0,0,S,2,2,1
49.86,1.62,M,41,0,0,2,8,16,0,N,2,4,4
75.12,1.69,M,45,0,0,0,0,0,0,N,0,1,0
110.86,1.79,V,18,0,10,4,13,9,0,S,1,3,4
57.03,1.78,V,47,60,19,0,18,6,1,N,1,2,2
82.95,1.84,V,31,0,0,0,16,10,0,N,2,3,3
84.49,1.63,V,38,10,15,3,0,0,0,N,1,1,1
104.65,1.8,V,61,0,13,0,9,8,0,N,0,2,2
61.95,1.61,M,23,0,4,3,0,8,0,N,2,2,2
74.5,1.64,M,50,0,10,0,0,0,0,N,4,4,4
93.79,1.59,M,59,0,5,4,19,11,0,S,2,3,3
57.67,1.79,V,48,40,8,0,14,9,0,N,0,1,0
58.97,1.81,V,23,80,0,3,0,10,0,N,0,0,2
71.12,1.67,V,18,0,2,2,4,4,2,N,1,3,2
70.54,1.66,M,46,0,0,0,0,1,0,N,1,1,0
49,1.65,M,18,40,0,6,11,4,0,N,2,4,4
122.5,1.75,V,50,0,6,7,14,5,0,N,2,4,4
76.32,1.71,V,20,0,5,1,12,13,2,N,1,2,2
84.1,1.7,V,67,0,0,0,8,2,0,N,1,2,1
81.44,1.67,M,30,0,0,0,13,0,0,N,2,4,4
69.53,1.79,V,34,0,0,0,0,4,0,N,1,0,1
52.63,1.71,V,68,60,3,0,19,3,0,N,0,1,0
82.36,1.7,V,63,0,0,1,5,0,2,N,2,2,3
95.03,1.71,M,35,0,0,4,2,0,0,N,1,1,1
97.74,1.65,M,32,0,1,2,5,0,0,N,0,1,0
85.51,1.81,V,26,0,0,3,0,0,3,N,1,2,2
91.88,1.75,M,22,0,0,5,17,17,0,N,0,2,2
62.21,1.61,M,70,0,0,0,2,0,0,N,3,4,3
59.3,1.81,V,30,50,12,0,17,4,0,N,3,1,0
52.02,1.7,V,44,80,10,4,0,14,0,N,1,4,4
48.41,1.64,M,30,40,0,2,12,10,0,S,1,3,3
62.47,1.67,M,45,0,0,0,0,0,0,N,1,3,2
89.83,1.66,M,24,0,7,3,10,6,3,N,1,1,2
61.46,1.74,M,42,0,0,0,0,0,0,N,2,4,4
54.5,1.74,M,28,170,0,2,7,4,0,N,0,0,0
49,1.65,M,44,70,1,0,9,6,0,N,0,2,2
54.2,1.63,M,45,20,4,2,9,4,2,N,3,3,4
57.67,1.79,V,62,220,18,1,0,0,4,N,2,3,3
103.68,1.61,M,18,0,20,0,12,3,0,S,1,1,2
89.67,1.85,V,47,0,0,3,6,4,0,N,3,4,4
92.71,1.81,V,52,10,23,0,13,13,0,N,2,4,4
99.7,1.7,M,66,0,11,0,9,6,0,N,0,0,0
96.44,1.72,M,55,0,0,6,0,0,0,N,2,2,2
55.12,1.75,V,24,70,0,0,0,0,0,N,0,3,4
49.6,1.66,V,58,90,0,4,19,7,1,N,2,3,4
91.58,1.73,M,43,0,0,1,18,12,0,N,1,1,0
126.74,1.78,V,20,0,12,3,7,0,0,N,0,0,0
52.02,1.7,V,51,70,0,0,6,15,0,N,1,2,2
83.38,1.64,M,39,0,0,8,0,0,0,S,0,2,4
80.72,1.68,V,49,0,0,0,8,3,0,N,1,1,2
47.24,1.62,M,46,60,1,0,9,5,0,N,3,4,3
73.01,1.83,V,33,0,0,0,3,0,0,S,3,4,4
70.24,1.74,V,21,0,0,0,8,2,0,N,3,4,4
94.36,1.58,M,31,0,11,1,14,0,0,N,2,4,4
80.04,1.62,M,22,0,0,3,4,2,2,N,2,2,1
44.94,1.58,M,28,110,2,1,11,10,0,N,0,1,1
73.38,1.68,V,57,0,0,0,5,2,0,N,0,1,1
84.39,1.83,V,34,0,0,0,21,12,0,N,2,4,4
79.36,1.66,V,57,0,0,3,0,3,0,N,2,1,0
75.06,1.62,M,45,0,11,0,11,11,0,N,2,3,3
84.5,1.61,M,31,0,32,0,0,9,0,N,3,4,3
54.18,1.65,M,56,20,13,1,1,6,0,N,1,2,1
80.81,1.73,M,40,30,17,4,3,2,0,N,0,1,1
63.84,1.57,M,27,0,8,1,1,4,0,N,2,4,4
88.41,1.67,M,45,0,0,3,7,1,0,N,2,4,4
75.86,1.67,M,18,0,0,3,2,0,0,N,1,1,3
71.93,1.8,V,30,0,0,0,2,2,0,N,1,2,2
125.32,1.77,V,37,0,0,6,28,14,3,N,1,2,0
95.05,1.78,V,20,0,1,2,5,1,0,N,3,4,1
90.87,1.58,M,54,0,6,0,11,1,0,N,0,0,0
62.55,1.69,M,27,0,0,0,18,17,0,N,2,2,2
83.77,1.66,M,57,0,0,2,9,1,2,N,2,3,4
112.25,1.87,V,49,0,0,0,13,1,1,N,0,2,2
102.02,1.78,V,64,0,3,4,16,10,3,N,3,4,4
77.97,1.69,V,42,0,0,1,0,0,0,N,1,0,0
66.16,1.64,M,45,0,0,0,2,0,0,N,2,2,2
65.36,1.64,M,42,0,5,0,1,5,1,N,0,0,1
109.1,1.69,M,50,0,0,2,18,0,0,S,1,1,2
57.03,1.78,V,57,70,0,0,19,8,0,N,0,1,2
49,1.65,M,32,50,10,0,25,16,0,N,0,1,2
47.24,1.62,M,51,100,4,1,11,8,0,N,1,3,4
49.6,1.66,M,40,40,0,1,4,0,0,N,3,4,3
87.47,1.81,V,34,0,0,3,0,0,0,N,1,2,3
73.07,1.72,M,23,0,0,0,0,0,0,N,0,0,0
79.87,1.68,M,44,0,1,0,6,0,0,N,1,3,2
79.47,1.7,M,29,0,15,0,0,6,0,N,0,2,1
58.98,1.63,V,61,0,2,0,0,1,0,N,2,3,2
72.68,1.77,V,47,10,0,0,14,8,0,N,1,2,2
53.8,1.62,M,47,0,0,1,0,0,0,N,2,3,4
65.2,1.68,M,39,0,0,0,0,0,0,N,2,3,2
88.4,1.78,V,18,0,9,0,0,0,2,N,2,2,2
73.03,1.73,V,38,0,3,1,12,11,0,S,2,1,4
52.02,1.7,V,34,170,0,0,13,5,0,N,1,2,2
85.83,1.81,V,39,0,0,0,2,0,0,N,0,0,1
54.5,1.74,V,52,100,0,0,3,6,1,N,1,2,1
76.77,1.68,M,39,0,5,2,3,2,0,N,2,3,3
70.65,1.58,M,38,0,0,3,2,5,0,N,2,2,0
55.73,1.56,M,42,0,0,0,12,12,0,N,1,2,2
121.67,1.78,V,54,0,17,4,18,13,2,N,3,4,4
72.52,1.71,V,40,20,21,7,0,9,0,N,3,4,4
54.5,1.74,V,41,60,0,0,18,5,0,N,2,2,0
60.94,1.84,V,30,30,0,6,1,10,0,N,3,4,3
47.82,1.63,M,18,10,9,2,0,9,0,N,2,3,3
71.87,1.65,M,65,20,8,0,15,8,0,N,0,0,0
72.48,1.72,V,22,0,0,2,0,6,0,N,0,0,0
55.76,1.76,V,36,0,0,0,6,15,0,N,3,4,4
72,1.63,M,45,0,0,0,2,0,0,N,3,3,1
118.34,1.72,V,39,0,10,4,14,0,0,N,2,4,4
106.09,1.66,M,44,0,21,6,1,5,0,N,2,3,4
49.6,1.66,M,33,50,4,2,8,0,1,N,0,2,3
75.19,1.77,V,49,0,5,0,0,2,1,N,1,3,3
84.97,1.7,V,38,0,8,3,0,4,0,N,3,3,2
82.05,1.74,V,63,0,6,0,12,14,0,N,1,2,2
52.02,1.7,V,34,10,2,1,0,4,0,N,2,2,2
71.59,1.72,M,53,0,0,0,0,0,0,N,0,2,2
54.5,1.74,V,39,50,0,10,2,2,0,N,0,0,2
54.5,1.74,V,57,30,0,3,10,6,0,N,0,3,3
103.18,1.65,M,32,0,7,3,12,0,0,N,2,3,4
101.41,1.8,V,21,0,6,5,0,0,0,N,1,2,4
94.58,1.73,M,43,0,3,0,10,2,0,N,1,3,3
107.22,1.7,V,58,0,7,5,0,0,0,N,0,1,1
111.56,1.67,M,47,0,16,0,20,11,2,N,1,1,1
76.58,1.7,M,64,30,16,0,10,0,0,N,1,1,2
72.41,1.79,V,42,50,14,3,20,6,2,N,0,1,2
88.1,1.74,V,46,0,2,0,19,12,0,N,2,3,3
54.62,1.7,V,30,30,0,6,0,0,0,N,1,2,1
85.34,1.67,V,55,0,6,2,9,8,0,N,2,3,3
47.24,1.62,M,58,70,0,1,8,15,0,N,1,3,4
71.91,1.62,M,18,0,11,2,0,3,0,N,1,3,3
49,1.65,M,18,30,2,5,0,0,0,N,0,0,2
66.83,1.81,V,19,0,0,0,0,1,0,N,2,2,3
54.5,1.74,V,18,40,9,6,0,0,0,N,2,1,3
77.12,1.55,M,54,10,0,0,15,0,0,N,0,1,0
75.39,1.74,V,52,0,0,0,4,8,0,N,0,0,0
72.78,1.72,M,43,0,0,2,0,0,0,N,2,4,4
58.32,1.8,V,60,150,5,0,0,1,0,N,1,1,0
90.06,1.84,V,45,0,3,0,6,0,0,N,3,3,4
52.02,1.7,V,44,80,7,2,6,2,0,N,2,2,2
101.76,1.63,M,18,0,15,3,6,0,0,N,2,4,4
73.66,1.72,V,65,0,0,0,4,5,0,N,1,2,1
60.71,1.76,V,33,0,2,0,0,3,0,N,1,2,3
89.34,1.6,M,36,20,9,3,17,7,3,N,0,0,0
97.2,1.88,V,33,0,0,0,15,12,0,N,0,1,0
52.63,1.71,V,41,140,9,0,0,2,0,N,1,2,4
59.65,1.6,V,43,0,0,0,23,20,0,N,3,3,4
51.93,1.68,M,28,10,0,0,0,3,0,N,0,0,0
77.78,1.71,V,48,0,0,0,6,0,0,N,1,2,2
76.97,1.67,M,47,0,0,0,9,0,0,N,1,3,4
48.41,1.64,M,51,40,7,2,3,0,0,N,1,3,2
74.23,1.68,V,34,0,0,0,9,5,0,N,2,4,3
119.89,1.83,V,18,0,0,8,4,2,0,N,1,2,2
51.41,1.69,M,31,20,11,0,0,0,1,N,2,2,4
61.61,1.85,V,62,130,10,0,7,1,0,N,0,3,2
78.58,1.78,V,59,0,0,2,0,0,0,N,1,3,3
113.72,1.8,V,18,0,24,0,8,6,0,N,1,4,4
49.6,1.66,M,53,30,0,2,0,7,0,N,1,2,1
89.27,1.63,M,48,0,0,6,6,3,0,N,1,1,2
82.65,1.7,M,47,0,0,0,8,0,1,N,2,2,3
44.94,1.58,M,36,120,14,1,9,0,0,N,0,1,1
91.49,1.66,V,30,0,12,1,14,10,0,N,0,2,2
76.83,1.69,M,41,0,0,1,9,3,0,N,1,3,4
68.4,1.58,M,22,0,0,0,9,0,0,N,0,1,2
57.03,1.78,V,72,50,0,6,0,4,0,N,3,4,3
74.85,1.7,V,65,0,0,1,0,0,0,N,0,1,1
78.99,1.76,V,33,0,0,0,0,0,0,N,0,0,0
56.39,1.77,V,20,40,3,3,0,3,4,N,1,1,1
73.98,1.7,V,58,0,0,3,0,0,0,N,2,4,4
96.18,1.77,M,34,10,12,2,7,0,0,N,2,3,4
71.74,1.63,M,34,20,10,4,0,1,0,N,1,0,0
55.27,1.71,V,31,0,0,0,0,0,0,N,1,4,4
62.37,1.74,V,45,0,0,0,0,0,0,N,2,3,4
56.39,1.77,V,58,30,2,1,12,4,0,N,1,2,3
83.86,1.74,V,40,0,12,2,0,4,0,N,2,4,3
96.32,1.78,V,36,0,6,0,12,9,0,N,1,1,0
44.37,1.57,M,36,0,0,0,0,5,5,N,2,4,4
47.82,1.63,M,43,80,9,3,9,0,2,N,2,2,1
60.28,1.83,V,47,180,0,1,0,0,0,N,0,1,3
81.95,1.65,M,58,0,0,4,11,10,0,N,2,3,2
61.73,1.66,M,54,0,0,1,0,0,0,N,1,3,4
77.75,1.76,V,44,0,0,0,5,8,0,N,0,0,0
79.47,1.7,M,59,0,5,0,16,12,0,S,2,3,4
58.14,1.68,M,34,0,0,0,0,6,0,S,0,0,1
54.5,1.74,M,46,40,0,5,0,3,0,N,3,2,3
57.03,1.78,V,25,50,0,2,8,0,0,N,1,1,1
119.72,1.73,M,28,0,23,0,10,6,0,N,2,2,2
71.88,1.82,V,26,0,0,0,3,0,2,N,2,4,4
63.76,1.79,V,19,0,0,2,0,3,0,N,2,3,4
59.62,1.65,M,33,0,6,0,1,6,0,N,1,2,3
72.23,1.71,M,39,0,0,0,10,10,0,N,1,2,2
55.49,1.7,V,26,10,0,6,0,8,0,S,1,2,3
88.69,1.67,M,18,0,0,0,9,1,0,S,0,0,0
69.99,1.61,M,56,0,0,0,0,0,0,N,2,3,0
47.82,1.63,M,35,60,0,0,8,14,5,N,2,3,4
80.16,1.68,M,31,0,6,1,14,12,0,N,4,3,3
49,1.65,M,51,20,0,4,8,12,0,N,3,4,4
59.82,1.7,M,35,0,0,1,5,11,0,N,0,0,1
60.46,1.77,M,35,0,5,0,0,3,0,N,2,4,4
50.2,1.67,M,47,20,0,3,0,4,2,N,2,1,1
67.84,1.71,V,18,0,0,0,3,6,0,N,2,1,0
46.66,1.61,M,53,0,0,0,0,10,1,N,0,2,2
87.9,1.66,M,34,0,5,4,3,0,0,N,2,3,3
80.12,1.71,V,46,0,6,0,5,6,0,N,0,0,0
103.16,1.87,V,56,0,0,0,11,0,0,N,0,2,3
75.03,1.75,V,52,0,0,0,0,0,1,N,1,1,1
86.07,1.64,M,71,0,12,2,0,1,4,N,1,4,3
123.9,1.76,V,61,0,29,0,10,0,0,N,1,2,3
89.57,1.65,M,59,0,0,6,0,0,0,N,2,3,3
74.23,1.64,V,46,0,0,0,8,0,4,N,2,3,4
54.5,1.74,V,41,20,0,2,0,0,0,N,0,1,1
55.32,1.68,V,27,0,0,0,0,0,0,N,2,3,4
81.11,1.69,V,30,0,0,2,0,0,0,S,2,1,0
88.89,1.73,V,57,0,8,1,1,3,0,N,1,2,2
91.42,1.83,V,20,0,3,2,3,7,0,S,0,2,1
50.2,1.67,V,71,70,4,0,0,1,0,N,1,2,2
89.88,1.7,M,41,0,5,6,0,6,0,N,0,1,2
56.55,1.69,V,44,0,0,0,6,10,0,N,1,3,3
47.24,1.62,M,47,130,0,5,0,3,0,N,3,4,4
52.02,1.7,M,23,40,5,5,0,0,0,N,2,4,4
67.81,1.86,V,40,0,0,0,6,10,0,N,3,3,1
93.92,1.7,V,56,0,0,2,17,10,0,N,3,1,1
90.68,1.73,V,18,0,5,0,10,7,0,N,1,2,1
48.41,1.64,M,60,80,0,1,0,1,0,N,1,2,1
101.16,1.73,V,61,0,5,3,11,8,0,N,1,2,1
56.39,1.77,V,49,100,13,1,0,10,0,N,1,2,0
75.12,1.73,M,35,0,11,0,0,5,0,N,1,1,2
99.66,1.73,V,40,0,7,0,15,7,0,N,2,4,3
67.67,1.77,V,25,30,5,2,29,18,0,N,1,1,1
99.02,1.61,M,65,0,14,0,10,1,0,N,1,1,2
53.87,1.73,V,34,40,0,2,12,9,3,N,2,4,2
69.36,1.7,M,45,0,0,2,0,0,2,N,3,4,4
96.32,1.62,M,33,0,0,8,0,1,0,N,1,1,1
57.12,1.63,M,48,0,0,0,0,0,3,N,1,3,3
56.39,1.77,V,34,60,1,0,0,2,0,N,3,4,4
98.92,1.75,V,35,0,6,5,0,0,0,N,1,1,2
50.8,1.68,V,48,70,0,4,8,6,0,N,1,2,2
65.12,1.69,M,18,0,0,1,0,3,0,N,3,3,2
52.02,1.7,V,45,50,0,1,0,0,0,N,2,3,4
85.26,1.64,M,62,0,0,5,2,0,NA,N,2,3,3
53.25,1.72,M,46,40,5,0,5,0,0,N,1,1,2
75.97,1.69,M,26,0,6,1,6,6,3,N,0,1,2
51.41,1.69,M,32,170,0,2,0,0,1,S,1,1,0
91.58,1.73,V,39,0,12,0,0,0,0,N,0,0,1
59.62,1.61,M,43,0,3,1,0,8,0,N,0,0,0
76.87,1.7,V,52,0,0,2,0,0,0,N,1,0,1
63.65,1.66,M,31,0,0,3,0,3,0,N,3,4,3
91.49,1.66,M,48,0,14,0,0,0,0,N,0,0,0
88.46,1.72,M,42,0,1,3,5,4,0,N,1,2,2
53.87,1.73,V,60,30,8,0,0,0,0,N,0,0,0
48.41,1.64,M,28,20,0,0,15,11,0,N,0,0,1
91.09,1.82,V,41,0,0,4,0,2,0,S,1,3,3
66.04,1.68,M,26,0,0,0,12,12,0,N,0,2,1
53.87,1.73,V,57,10,0,4,0,9,NA,N,3,4,3
81.11,1.73,V,61,0,4,2,0,4,0,N,0,2,2
81.95,1.72,M,44,0,0,4,0,5,0,S,0,0,0
80.76,1.72,M,18,0,0,4,6,3,0,N,3,4,4
79.61,1.64,M,61,0,19,2,1,9,3,N,0,2,4
58.09,1.7,M,53,0,0,0,3,8,0,N,1,1,2
86.49,1.81,V,77,0,0,4,0,0,0,N,2,2,4
98.4,1.74,M,45,0,1,1,15,5,1,N,2,2,2
109.64,1.75,V,38,0,7,0,23,9,0,N,1,2,3
90.46,1.7,V,40,0,6,1,0,0,0,N,0,0,0
67.91,1.61,M,32,0,0,1,2,0,0,N,0,1,2
55.76,1.76,V,41,70,9,1,0,0,0,N,2,2,3
52.02,1.7,V,37,60,0,2,7,0,2,N,4,4,4
76.97,1.67,V,29,0,15,0,6,8,0,N,2,2,2
82.35,1.74,V,42,0,11,0,0,2,0,N,2,3,3
48.41,1.64,M,24,90,0,3,0,0,0,N,2,2,2
70.85,1.74,V,41,0,0,3,0,7,0,N,1,2,2
50.8,1.68,V,27,230,0,2,12,16,0,N,0,1,1
75.62,1.79,V,35,0,1,1,14,11,6,N,4,4,4
58.32,1.8,V,18,60,0,0,18,12,0,N,1,1,0
49,1.65,M,51,180,11,0,0,0,5,N,2,3,2
86.26,1.71,V,28,0,0,0,14,1,0,N,2,4,4
57.03,1.78,V,43,80,0,0,11,9,0,N,1,2,2
69.23,1.82,V,44,0,0,0,0,0,0,N,1,3,4
57.88,1.75,V,37,10,0,4,0,3,0,N,2,4,4
119.72,1.73,V,35,0,0,4,26,7,0,N,1,3,3
81.16,1.76,V,31,0,0,4,0,2,0,N,2,2,2
60.91,1.61,M,42,0,0,1,13,13,0,N,3,4,3
98.83,1.71,V,46,0,8,3,0,0,0,N,1,2,0
95.41,1.76,V,57,0,16,1,11,13,0,N,1,2,2
67.22,1.63,M,46,0,0,4,0,1,0,N,3,4,4
60.83,1.69,M,41,0,0,1,0,6,0,N,1,1,1
88.71,1.74,V,73,0,0,0,18,14,0,N,1,2,1
77.33,1.68,M,64,0,0,0,22,17,1,N,1,3,4
115.27,1.82,V,26,0,12,4,0,2,3,N,0,1,1
55.12,1.75,V,46,120,0,0,9,9,0,N,1,2,2
69.66,1.64,M,42,0,5,2,0,1,0,N,0,2,3
71.65,1.58,M,34,0,4,3,2,0,0,N,2,4,4
103.52,1.81,V,31,0,0,5,0,0,10,N,0,2,3
80.49,1.82,V,54,0,2,4,0,5,0,N,3,4,4
61.61,1.85,V,29,100,21,0,8,0,8,N,1,1,2
58.97,1.81,V,50,60,3,0,0,0,0,N,1,4,4
111.11,1.74,V,41,0,15,1,0,0,0,N,1,1,0
118.11,1.77,V,48,0,17,2,14,9,NA,N,1,3,4
78.41,1.74,V,71,0,0,0,0,0,0,N,0,1,1
58.32,1.8,V,18,100,0,1,0,0,0,N,2,3,3
58.85,1.76,V,41,0,0,0,2,7,0,N,0,1,3
57.03,1.78,V,33,30,0,2,14,8,0,N,2,3,2
55.76,1.76,V,43,40,0,5,1,9,0,N,2,3,4
49.6,1.66,M,30,40,12,2,0,0,0,N,1,3,3
114.28,1.82,V,58,0,3,5,0,0,0,N,2,2,0
93.69,1.66,M,49,0,8,2,0,0,0,N,0,1,0
73.92,1.73,V,18,0,0,1,1,2,NA,S,0,1,0
45.51,1.59,M,56,60,19,1,0,0,0,S,1,1,2
90.98,1.73,V,43,0,0,3,3,0,3,N,1,3,2
101.68,1.75,V,52,0,3,7,0,0,0,N,2,3,3
67.14,1.61,M,18,0,0,2,2,3,0,N,3,2,2
101.68,1.69,M,28,0,5,6,4,0,3,N,2,3,4
57.03,1.78,V,20,40,0,0,0,0,0,N,2,3,4
81.41,1.6,M,51,0,4,1,6,0,0,N,0,1,2
88.77,1.82,V,29,0,7,1,0,0,0,N,1,2,3
94.27,1.68,M,37,10,21,2,2,0,0,N,0,1,2
70.41,1.72,M,67,0,0,0,0,0,5,N,2,4,3
93.92,1.7,M,41,0,0,2,16,9,0,N,1,2,1
81.41,1.6,M,35,0,18,0,0,0,0,N,2,2,3
105.56,1.71,M,69,0,9,3,12,7,2,N,0,1,2
68.42,1.71,M,39,0,0,1,3,1,0,N,2,1,4
60.28,1.83,V,61,90,0,1,0,5,0,N,0,1,0
103.35,1.82,V,18,0,12,4,0,5,0,N,1,2,2
42.14,1.53,M,23,70,0,3,0,3,0,N,2,4,3
47.82,1.63,M,35,80,2,1,18,15,0,N,0,0,0
57.98,1.69,V,28,0,6,4,3,15,0,N,1,4,4
59.25,1.78,V,23,0,0,0,0,0,0,N,3,4,4
50.8,1.68,M,34,50,9,3,1,0,0,N,0,0,1
55.12,1.75,V,41,90,0,0,11,7,4,N,2,2,1
86.99,1.7,V,29,0,0,2,7,0,0,N,0,2,3
107.16,1.83,V,29,0,15,0,3,1,0,S,3,3,2
96.74,1.72,V,56,0,17,0,0,0,8,N,2,4,4
48.41,1.64,M,18,0,0,1,10,21,0,N,3,3,1
95.23,1.6,M,60,0,0,2,18,6,0,N,0,1,1
51.41,1.69,M,28,70,0,4,17,4,0,N,2,3,3
89.49,1.73,V,41,0,6,1,1,0,0,N,0,0,1
53.87,1.73,V,40,60,4,1,4,7,0,N,1,2,2
121.1,1.74,M,31,0,19,0,16,6,0,N,0,1,0
108.64,1.73,V,18,0,0,0,36,14,0,N,1,3,4
99.63,1.77,V,18,0,0,1,8,0,0,N,0,4,1
78.18,1.68,V,37,0,0,1,15,10,0,N,1,2,2
54.04,1.7,M,18,50,17,3,7,0,0,N,0,1,1
49.6,1.66,M,18,20,0,0,0,0,0,N,0,2,2
84.17,1.74,M,54,0,0,2,4,0,0,N,2,2,2
104.98,1.62,M,18,0,7,2,22,0,0,N,1,3,3
91.88,1.75,V,32,0,7,0,13,7,0,N,2,3,2
52.63,1.71,M,35,90,2,0,16,8,0,N,2,4,4
60.28,1.83,V,37,50,7,5,0,0,0,S,1,0,1
69.93,1.64,M,72,0,2,2,6,7,NA,S,3,4,3
46.66,1.61,M,44,100,0,7,0,2,10,N,2,3,2
79.93,1.75,V,27,0,7,0,6,9,0,N,1,1,2
71.33,1.65,M,60,0,0,0,6,2,0,N,1,2,2
89.03,1.78,V,47,0,0,3,1,0,0,N,1,2,3
105.94,1.76,M,38,10,21,0,9,2,0,N,2,3,4
71.47,1.63,M,43,0,2,0,0,0,0,N,0,0,0
55.12,1.75,V,21,40,0,0,0,0,1,N,3,3,3
68.84,1.73,M,36,0,4,0,9,9,0,N,1,3,4
75.43,1.61,M,47,0,5,0,8,1,0,N,2,2,4
87.14,1.71,V,40,0,0,0,21,9,0,N,0,1,3
97.96,1.71,M,21,0,16,0,13,6,4,N,1,3,4
46.08,1.6,M,35,60,0,3,0,0,1,N,1,2,1
56.88,1.59,M,39,0,2,0,9,10,0,N,0,2,3
67.52,1.65,M,44,0,0,0,4,1,0,N,1,2,3
58.45,1.63,M,51,0,0,1,0,1,0,N,1,4,3
69.97,1.65,M,70,0,0,4,11,14,0,N,3,4,3
50.2,1.67,V,49,60,0,4,0,0,0,N,2,3,3
57.03,1.78,V,23,10,4,0,4,8,0,N,1,3,3
87.86,1.7,M,48,0,11,0,0,0,0,N,1,3,2
70.76,1.61,M,37,0,0,0,10,0,0,N,2,4,4
55.12,1.75,V,62,40,0,0,0,0,0,N,2,4,3
